iter	Passed	Remaining
1678	10853	2074
1679	10859	2068
1680	10865	2061
1681	10872	2055
1682	10878	2049
1683	10884	2042
1684	10891	2036
1685	10897	2029
1686	10903	2023
1687	10910	2016
1688	10916	2010
1689	10922	2003
1690	10928	1997
1691	10935	1990
1692	10941	1984
1693	10948	1977
1694	10954	1971
1695	10960	1964
1696	10967	1958
1697	10973	1951
1698	10979	1945
1699	10986	1938
1700	10992	1932
1701	10999	1925
1702	11005	1919
1703	11012	1912
1704	11018	1906
1705	11025	1899
1706	11031	1893
1707	11037	1887
1708	11044	1880
1709	11050	1874
1710	11057	1867
1711	11063	1861
1712	11070	1854
1713	11076	1848
1714	11083	1841
1715	11089	1835
1716	11095	1828
1717	11102	1822
1718	11108	1815
1719	11114	1809
1720	11121	1802
1721	11127	1796
1722	11133	1789
1723	11139	1783
1724	11146	1776
1725	11152	1770
1726	11158	1763
1727	11165	1757
1728	11171	1751
1729	11178	1744
1730	11184	1738
1731	11190	1731
1732	11196	1725
1733	11203	1718
1734	11209	1712
1735	11216	1705
1736	11222	1699
1737	11229	1692
1738	11235	1686
1739	11241	1679
1740	11247	1673
1741	11253	1666
1742	11260	1660
1743	11266	1653
1744	11272	1647
1745	11279	1640
1746	11285	1634
1747	11291	1627
1748	11297	1621
1749	11304	1614
1750	11310	1608
1751	11316	1601
1752	11323	1595
1753	11329	1588
1754	11336	1582
1755	11342	1576
1756	11349	1569
1757	11355	1563
1758	11362	1556
1759	11368	1550
1760	11375	1543
1761	11381	1537
1762	11387	1530
1763	11394	1524
1764	11400	1517
1765	11406	1511
1766	11413	1504
1767	11419	1498
1768	11425	1492
1769	11432	1485
1770	11438	1479
1771	11444	1472
1772	11451	1466
1773	11458	1459
1774	11464	1453
1775	11471	1446
1776	11477	1440
1777	11483	1433
1778	11490	1427
1779	11497	1420
1780	11503	1414
1781	11510	1408
1782	11516	1401
1783	11522	1395
1784	11529	1388
1785	11535	1382
1786	11541	1375
1787	11548	1369
1788	11554	1362
1789	11561	1356
1790	11567	1349
1791	11574	1343
1792	11580	1336
1793	11586	1330
1794	11593	1323
1795	11599	1317
1796	11605	1311
1797	11612	1304
1798	11618	1298
1799	11624	1291
1800	11630	1285
1801	11637	1278
1802	11643	1272
1803	11649	1265
1804	11656	1259
1805	11662	1252
1806	11669	1246
1807	11675	1239
1808	11682	1233
1809	11688	1227
1810	11695	1220
1811	11701	1214
1812	11708	1207
1813	11714	1201
1814	11720	1194
1815	11726	1188
1816	11732	1181
1817	11739	1175
1818	11746	1168
1819	11752	1162
1820	11758	1155
1821	11765	1149
1822	11771	1142
1823	11777	1136
1824	11784	1129
1825	11790	1123
1826	11797	1117
1827	11803	1110
1828	11809	1104
1829	11815	1097
1830	11822	1091
1831	11828	1084
1832	11834	1078
1833	11841	1071
1834	11847	1065
1835	11853	1058
1836	11859	1052
1837	11866	1045
1838	11872	1039
1839	11879	1032
1840	11885	1026
1841	11891	1020
1842	11898	1013
1843	11904	1007
1844	11911	1000
1845	11917	994
1846	11924	987
1847	11930	981
1848	11936	974
1849	11942	968
1850	11949	961
1851	11955	955
1852	11962	948
1853	11969	942
1854	11976	936
1855	11982	929
1856	11988	923
1857	11995	916
1858	12001	910
1859	12007	903
1860	12014	897
1861	12020	890
1862	12026	884
1863	12032	877
1864	12039	871
1865	12045	865
1866	12052	858
1867	12058	852
1868	12064	845
1869	12071	839
1870	12077	832
1871	12084	826
1872	12090	819
1873	12096	813
1874	12103	806
1875	12109	800
1876	12115	793
1877	12122	787
1878	12129	781
1879	12135	774
1880	12141	768
1881	12147	761
1882	12154	755
1883	12160	748
1884	12167	742
1885	12174	735
1886	12180	729
1887	12187	722
1888	12193	716
1889	12199	710
1890	12206	703
1891	12212	697
1892	12218	690
1893	12225	684
1894	12231	677
1895	12237	671
1896	12244	664
1897	12250	658
1898	12256	651
1899	12263	645
1900	12269	638
1901	12276	632
1902	12283	626
1903	12289	619
1904	12295	613
1905	12302	606
1906	12308	600
1907	12314	593
1908	12321	587
1909	12327	580
1910	12333	574
1911	12340	567
1912	12346	561
1913	12352	555
1914	12359	548
1915	12366	542
1916	12372	535
1917	12378	529
1918	12384	522
1919	12392	516
1920	12400	509
1921	12408	503
1922	12414	497
1923	12421	490
1924	12427	484
1925	12433	477
1926	12440	471
1927	12446	464
1928	12452	458
1929	12459	451
1930	12465	445
1931	12471	438
1932	12478	432
1933	12484	426
1934	12490	419
1935	12497	413
1936	12503	406
1937	12510	400
1938	12516	393
1939	12522	387
1940	12529	380
1941	12535	374
1942	12541	367
1943	12548	361
1944	12554	355
1945	12561	348
1946	12567	342
1947	12574	335
1948	12580	329
1949	12586	322
1950	12593	316
1951	12599	309
1952	12605	303
1953	12612	296
1954	12619	290
1955	12625	284
1956	12631	277
1957	12637	271
1958	12643	264
1959	12649	258
1960	12655	251
1961	12661	245
1962	12668	238
1963	12674	232
1964	12680	225
1965	12686	219
1966	12692	212
1967	12698	206
1968	12704	200
1969	12711	193
1970	12717	187
1971	12723	180
1972	12729	174
1973	12735	167
1974	12742	161
1975	12748	154
1976	12754	148
1977	12760	141
1978	12766	135
1979	12772	129
1980	12778	122
1981	12785	116
1982	12791	109
1983	12797	103
1984	12803	96
1985	12810	90
1986	12816	83
1987	12822	77
1988	12828	70
1989	12834	64
1990	12841	58
1991	12847	51
1992	12853	45
1993	12859	38
1994	12865	32
1995	12872	25
1996	12879	19
1997	12885	12
1998	12891	6
1999	12898	0
