iter	Logloss
1514	0.3139018306
1515	0.3138463013
1516	0.3137858126
1517	0.3137388481
1518	0.3136722585
1519	0.3136421361
1520	0.3136061029
1521	0.3135633269
1522	0.3135149375
1523	0.3134541391
1524	0.3134111719
1525	0.3133751127
1526	0.3133258256
1527	0.3132921072
1528	0.3132374031
1529	0.3131683441
1530	0.3131010775
1531	0.3130586084
1532	0.3129792301
1533	0.3129008429
1534	0.3128661716
1535	0.3128123541
1536	0.3127730822
1537	0.3127377935
1538	0.3126856126
1539	0.312649669
1540	0.3126078689
1541	0.3125556446
1542	0.3124873162
1543	0.3124605652
1544	0.3124398343
1545	0.3123729929
1546	0.3123416397
1547	0.3122898606
1548	0.3122108476
1549	0.3121635518
1550	0.3121114885
1551	0.3120554078
1552	0.3120246582
1553	0.3119690367
1554	0.311931935
1555	0.3118942555
1556	0.3118663849
1557	0.3118043564
1558	0.3117750665
1559	0.3117349623
1560	0.3116854723
1561	0.3116495673
1562	0.3115863876
1563	0.3115043584
1564	0.3114605375
1565	0.3114269118
1566	0.3113995392
1567	0.3113429106
1568	0.3113189363
1569	0.3112775791
1570	0.3111939435
1571	0.3111439879
1572	0.3111062774
1573	0.3110314468
1574	0.3109850937
1575	0.3109560711
1576	0.3109129858
1577	0.3108908909
1578	0.3108282257
1579	0.3107739155
1580	0.3107521272
1581	0.3107246407
1582	0.3106893875
1583	0.3106509927
1584	0.310618125
1585	0.3105682357
1586	0.3105151356
1587	0.3104193232
1588	0.3103746419
1589	0.3103034919
1590	0.3102419335
1591	0.3101993851
1592	0.3101492175
1593	0.3101065439
1594	0.310047461
1595	0.3099815701
1596	0.3099298913
1597	0.3098889976
1598	0.3098335561
1599	0.3097854072
1600	0.309724669
1601	0.3096941452
1602	0.3096528031
1603	0.3096040052
1604	0.3095671372
1605	0.3095218027
1606	0.3094658516
1607	0.3094078985
1608	0.3093653909
1609	0.3093438312
1610	0.3092949604
1611	0.3092646407
1612	0.3092432917
1613	0.3091732146
1614	0.3091140472
1615	0.3090900911
1616	0.309027205
1617	0.3089985008
1618	0.3089651699
1619	0.3089394915
1620	0.3089090695
1621	0.3088495701
1622	0.3087899893
1623	0.3087547646
1624	0.3087116709
1625	0.3086704478
1626	0.3086338508
1627	0.3085928608
1628	0.3085201557
1629	0.3084957577
1630	0.3084414148
1631	0.3083825913
1632	0.3083484873
1633	0.3082899324
1634	0.3082578768
1635	0.3082028311
1636	0.3081590215
1637	0.3081205517
1638	0.3080973296
1639	0.3080585608
1640	0.3080223747
1641	0.3079831774
1642	0.3079198052
1643	0.3078508189
1644	0.3077995559
1645	0.3077612861
1646	0.3077136518
1647	0.3076751582
1648	0.3076085661
1649	0.3075613531
1650	0.3074999541
1651	0.3074694559
1652	0.3074292847
1653	0.3073916425
1654	0.3073396389
1655	0.3073044487
1656	0.3072675635
1657	0.3072308904
1658	0.307182781
1659	0.3071118182
1660	0.3070695114
1661	0.3070232803
1662	0.3069674702
1663	0.3069142438
1664	0.3068507957
1665	0.3068041583
1666	0.3067708519
1667	0.3067216995
1668	0.306694618
1669	0.306643993
1670	0.3065648476
1671	0.3065352168
1672	0.306510672
1673	0.3064777163
1674	0.3064456867
1675	0.3064121156
1676	0.3063802547
1677	0.3063208324
1678	0.3062612571
1679	0.3062153995
1680	0.3061699569
1681	0.3061156635
1682	0.3060824438
1683	0.3060510386
1684	0.30601086
1685	0.3059732751
1686	0.3059474032
1687	0.3058966038
1688	0.3058504558
1689	0.3057989445
1690	0.3057272108
1691	0.3056813374
1692	0.3056623873
1693	0.3056180475
1694	0.305564751
1695	0.3055031669
1696	0.3054758351
1697	0.3054481088
1698	0.305398446
1699	0.3053432911
1700	0.3053005913
1701	0.3052569177
1702	0.3052008859
1703	0.3051432104
1704	0.3051179593
1705	0.3050724636
1706	0.3050255288
1707	0.3049766307
1708	0.3049457173
1709	0.3048948823
1710	0.3048497723
1711	0.3047927338
1712	0.3047551995
1713	0.3046922503
1714	0.3046584679
1715	0.3046179519
1716	0.304553737
1717	0.3045131104
1718	0.3044735741
1719	0.3044272704
1720	0.3044063631
1721	0.3043667628
1722	0.3043118186
1723	0.3042677529
1724	0.3042051031
1725	0.3041689923
1726	0.3041024959
1727	0.3040683395
1728	0.3040223733
1729	0.3039811604
1730	0.3039423572
1731	0.3039199103
1732	0.3038897129
1733	0.3038521975
1734	0.3038157157
1735	0.3037844687
1736	0.3037448905
1737	0.3037171859
1738	0.3036884841
1739	0.3036583392
1740	0.303629251
1741	0.3035620903
1742	0.3035358051
1743	0.3035085805
1744	0.3034738534
1745	0.3034366226
1746	0.3033878881
1747	0.3033667092
1748	0.3033454794
1749	0.3032914825
1750	0.3032482899
1751	0.3032043399
1752	0.3031626906
1753	0.3031335527
1754	0.3030870635
1755	0.3030480244
1756	0.3029996847
1757	0.3029514561
1758	0.302902344
1759	0.3028717673
1760	0.3028162025
1761	0.3027669633
1762	0.3027260527
1763	0.3026789032
1764	0.3025946386
1765	0.3025699686
1766	0.302524667
1767	0.3024737175
1768	0.3024149356
1769	0.3023795534
1770	0.3023121558
1771	0.3022794629
1772	0.3022310507
1773	0.3022112353
1774	0.3021618856
1775	0.3021150385
1776	0.3020648478
1777	0.3020223183
1778	0.3019934993
1779	0.3019192415
1780	0.3018745305
1781	0.3017958965
1782	0.3017504444
1783	0.301710923
1784	0.3016857852
1785	0.301660269
1786	0.3016324988
1787	0.3016140683
1788	0.3015753966
1789	0.301518567
1790	0.3014623726
1791	0.3014153238
1792	0.3013638498
1793	0.3013252525
1794	0.3012862638
1795	0.3012580651
1796	0.3012210592
1797	0.3011833614
1798	0.3011370746
1799	0.3010926339
1800	0.301038378
1801	0.3010042088
1802	0.3009788519
1803	0.3009039276
1804	0.3008648764
1805	0.3007943683
1806	0.3007544855
1807	0.300727172
1808	0.3006799126
1809	0.3006077741
1810	0.3005759996
1811	0.3005027967
1812	0.3004493648
1813	0.3004276349
1814	0.3003757182
1815	0.3003282378
1816	0.3002971226
1817	0.300252451
1818	0.3001909536
1819	0.3001600649
1820	0.3001072588
1821	0.3000682104
1822	0.3000337333
1823	0.2999971895
1824	0.2999522404
1825	0.2999051196
1826	0.2998672452
1827	0.2998150117
1828	0.2997835763
1829	0.2997284543
1830	0.2996566901
1831	0.2996131097
1832	0.2995928452
1833	0.2995629163
1834	0.2995175839
1835	0.2994907409
1836	0.2994422125
1837	0.2993720965
1838	0.2993378633
1839	0.2993031438
1840	0.2992688579
1841	0.2992406003
1842	0.2991977351
1843	0.2991564146
1844	0.2991127268
1845	0.2990531133
1846	0.2990138423
1847	0.2989743629
1848	0.2989507739
1849	0.2989196196
1850	0.2988740731
1851	0.2988423045
1852	0.2987838147
1853	0.2987412139
1854	0.2986990895
1855	0.2986574946
1856	0.2986085794
1857	0.2985717616
1858	0.2985403185
1859	0.2985116237
1860	0.2984743599
1861	0.2984447061
1862	0.298406909
1863	0.2983641325
1864	0.298321952
1865	0.2982842415
1866	0.2982444406
1867	0.2982009912
1868	0.2981607593
1869	0.298140608
1870	0.2981037013
1871	0.2980754586
1872	0.2980342346
1873	0.298008552
1874	0.297973813
1875	0.297915605
1876	0.2978777197
1877	0.2978210552
1878	0.2977848251
1879	0.2977401399
1880	0.2977040806
1881	0.2976744652
1882	0.2976396498
1883	0.2975866923
1884	0.2975261062
1885	0.2974825831
1886	0.2974308821
1887	0.2973976148
1888	0.2973585124
1889	0.2972921622
1890	0.2972398606
1891	0.2972145331
1892	0.2971894191
1893	0.2971592119
1894	0.2971178588
1895	0.2970994606
1896	0.2970541195
1897	0.2969847036
1898	0.296956114
1899	0.2969316648
1900	0.2969055094
1901	0.2968829433
1902	0.2968415584
1903	0.2968135876
1904	0.296776403
1905	0.2967181316
1906	0.2966803633
1907	0.2966580544
1908	0.2966031697
1909	0.2965725022
1910	0.2965113396
1911	0.2964825712
1912	0.2964172041
1913	0.2963670166
1914	0.2963174315
1915	0.2962925173
1916	0.296269746
1917	0.296230429
1918	0.2961999125
1919	0.2961711087
1920	0.2961268931
1921	0.296100095
1922	0.2960597846
1923	0.2960250652
1924	0.295991136
1925	0.2959506389
1926	0.2959230335
1927	0.2958832772
1928	0.2958485186
1929	0.2958058608
1930	0.2957961583
1931	0.2957609833
1932	0.2957435795
1933	0.2957011746
1934	0.2956659606
1935	0.2956408594
1936	0.2956135217
1937	0.2955494029
1938	0.2955192234
1939	0.2954561912
1940	0.2954246203
1941	0.2953975614
1942	0.2953428944
1943	0.2953288282
1944	0.2953012095
1945	0.2952463253
1946	0.2952108029
1947	0.2951895891
1948	0.2951708484
1949	0.295139588
1950	0.2951115793
1951	0.2950791154
1952	0.2950132813
1953	0.2949833983
1954	0.2949330288
1955	0.2949047875
1956	0.2948445166
1957	0.294826036
1958	0.294782571
1959	0.2947160322
1960	0.2946895837
1961	0.2946524397
1962	0.2946227841
1963	0.2945896226
1964	0.2945663214
1965	0.2945179628
1966	0.2944914751
1967	0.2944336359
1968	0.294382883
1969	0.2943287649
1970	0.2942804196
1971	0.2942508617
1972	0.2942165053
1973	0.2941822728
1974	0.2941567239
1975	0.2941231599
1976	0.2940848737
1977	0.2940627125
1978	0.2940297523
1979	0.2939729721
1980	0.2939465607
1981	0.2938993195
1982	0.2938399216
1983	0.2938112112
1984	0.293763315
1985	0.2937395299
1986	0.2937036253
1987	0.2936690804
1988	0.2936265826
1989	0.293608747
1990	0.2935452625
1991	0.2934882202
1992	0.2934466196
1993	0.2934161689
1994	0.293392614
1995	0.2933311565
1996	0.2932889212
1997	0.2932545514
1998	0.2932341338
1999	0.2932049943
