iter	Logloss
187	0.4352811456
188	0.434992202
189	0.4347462635
190	0.4344018722
191	0.4338936988
192	0.4334970117
193	0.4331575427
194	0.4326742877
195	0.4324488976
196	0.4320424858
197	0.4317235149
198	0.4313396105
199	0.4310114563
200	0.4307595475
201	0.4304133087
202	0.4301205816
203	0.4299841005
204	0.4295062865
205	0.4291381879
206	0.4286323062
207	0.4281871064
208	0.4279024873
209	0.4276246739
210	0.427371481
211	0.426935743
212	0.4265618916
213	0.4262715515
214	0.4259170147
215	0.4257221579
216	0.4254772256
217	0.4252069211
218	0.4249099222
219	0.4246657342
220	0.4243976688
221	0.4240949772
222	0.42375419
223	0.4234496728
224	0.4231272409
225	0.4228320458
226	0.4226307259
227	0.4223552884
228	0.4222294295
229	0.4219748327
230	0.4218623673
231	0.4216693065
232	0.4213775196
233	0.4211404457
234	0.4208125155
235	0.4205082007
236	0.4202966424
237	0.419929521
238	0.4197286519
239	0.4195366073
240	0.419373362
241	0.4190447083
242	0.4188101138
243	0.4185068202
244	0.4182755071
245	0.4180600402
246	0.4177058899
247	0.4174669654
248	0.4171667867
249	0.416951052
250	0.4167964146
251	0.4166741987
252	0.4164902624
253	0.4161670903
254	0.415957741
255	0.4157371077
256	0.4156247578
257	0.4153982005
258	0.4151333953
259	0.414930225
260	0.4146827089
261	0.4144396849
262	0.4142600196
263	0.4140466869
264	0.4137665779
265	0.4135912472
266	0.413179608
267	0.4129069487
268	0.4125461041
269	0.412332778
270	0.4121513606
271	0.4120031564
272	0.41178607
273	0.411614059
274	0.4114215002
275	0.4112981161
276	0.4111530042
277	0.4109260362
278	0.4107324053
279	0.410536235
280	0.4103180034
281	0.4101057037
282	0.4097575786
283	0.4095911326
284	0.409472131
285	0.4092238084
286	0.408998328
287	0.4087835452
288	0.4086044655
289	0.4084274227
290	0.4081130016
291	0.4079007597
292	0.4077579378
293	0.4075474291
294	0.4074553968
295	0.4070721153
296	0.4068903168
297	0.406573988
298	0.4063796584
299	0.4062779023
300	0.4060970638
301	0.4059053206
302	0.4057402777
303	0.4056345759
304	0.4055237644
305	0.4054064629
306	0.4050744606
307	0.404875869
308	0.4046830068
309	0.4045605198
310	0.4042602701
311	0.4041561265
312	0.4039151142
313	0.403752848
314	0.4035474461
315	0.4034036564
316	0.4032729539
317	0.4030848921
318	0.4028867903
319	0.4027379031
320	0.4025643159
321	0.4024594426
322	0.4024191174
323	0.4022734371
324	0.4020689614
325	0.4018953667
326	0.4017980074
327	0.4016245078
328	0.401427894
329	0.4012387706
330	0.401104143
331	0.4010054475
332	0.4008855323
333	0.4007226041
334	0.4006027772
335	0.4003471193
336	0.4001357506
337	0.4000036884
338	0.3997440029
339	0.3996494533
340	0.3994953586
341	0.3992624823
342	0.3991282047
343	0.3989904044
344	0.3987809129
345	0.3986449854
346	0.3984195181
347	0.3982398295
348	0.3980529887
349	0.3978847987
350	0.3977231277
351	0.3976299023
352	0.3974964665
353	0.3972508293
354	0.3971100616
355	0.39697789
356	0.3967816654
357	0.3965911851
358	0.3964951763
359	0.3963568372
360	0.3962628529
361	0.3961550568
362	0.3960279237
363	0.3958883423
364	0.3957467665
365	0.3956269264
366	0.395498255
367	0.3953251899
368	0.3952475351
369	0.3950964982
370	0.3948324381
371	0.3947587286
372	0.3945613633
373	0.3943907709
374	0.3942624079
375	0.3941469828
376	0.3940590086
377	0.3939838864
378	0.3938406241
379	0.3937404178
380	0.3936192266
381	0.3935199989
382	0.3933995328
383	0.3931935868
384	0.3930281177
385	0.3928935513
386	0.3927808708
387	0.3926431576
388	0.3925472471
389	0.3924074687
390	0.3923135374
391	0.3921990732
392	0.3920576167
393	0.3919351395
394	0.3918735759
395	0.3917763838
396	0.3917193735
397	0.391578382
398	0.3914043159
399	0.391360136
400	0.3911327235
401	0.3910080898
402	0.3908893718
403	0.3908314419
404	0.3907024333
405	0.3905763894
406	0.3904382276
407	0.390231555
408	0.3901029811
409	0.3900384074
410	0.3899282737
411	0.389828059
412	0.3897306667
413	0.3896164571
414	0.3895104
415	0.3893940866
416	0.3892835111
417	0.3891553736
418	0.3889289065
419	0.3888031091
420	0.3887186233
421	0.3886377852
422	0.3885053848
423	0.3883612011
424	0.388250334
425	0.3880215059
426	0.3879641187
427	0.387841284
428	0.3876510167
429	0.3874563392
430	0.3873180333
431	0.3872100822
432	0.3870747242
433	0.38701325
434	0.3868604455
435	0.3867512929
436	0.3866803793
437	0.3865504396
438	0.3864609304
439	0.3863394299
440	0.3862122141
441	0.3861248656
442	0.3860364438
443	0.3859660922
444	0.385897834
445	0.3858123177
446	0.3856791359
447	0.3853436932
448	0.3851950331
449	0.3851239379
450	0.3850455494
451	0.3849245806
452	0.3848165723
453	0.3846891452
454	0.3845659881
455	0.3844367641
456	0.3843452798
457	0.3841725766
458	0.3840831706
459	0.3839420242
460	0.3838214619
461	0.383702046
462	0.3836507449
463	0.3835291265
464	0.3833078444
465	0.3832136105
466	0.3830728685
467	0.3829971613
468	0.3827759428
469	0.3826355346
470	0.3825420178
471	0.3823014157
472	0.3822557429
473	0.3821786577
474	0.3820641825
475	0.3819590845
476	0.3819048716
477	0.3817927688
478	0.381641962
479	0.3815464324
480	0.3814625566
481	0.3813871684
482	0.3812812458
483	0.3810740744
484	0.3810035441
485	0.3808930906
486	0.3808221327
487	0.380766509
488	0.3806793861
489	0.3806268237
490	0.3805743259
491	0.3804664821
492	0.3803597791
493	0.3802792176
494	0.3801786874
495	0.3801115602
496	0.3800222452
497	0.3798888981
498	0.3797966107
499	0.3797457458
500	0.3796441969
501	0.3795908883
502	0.3794774332
503	0.3794406114
504	0.37936698
505	0.3792641392
506	0.3791611207
507	0.3789982651
508	0.3789287979
509	0.3787467015
510	0.3786425382
511	0.3785246114
512	0.3783958946
513	0.3783115522
514	0.3782535319
515	0.3781566732
516	0.3780640579
517	0.3779213507
518	0.3777677269
519	0.3776896327
520	0.3776399059
521	0.3775820071
522	0.3775423238
523	0.3774439087
524	0.3773155145
525	0.3772528135
526	0.377194716
527	0.3771095567
528	0.3770254504
529	0.3769516182
530	0.3768550121
531	0.3767566277
532	0.3765776611
533	0.3764904984
534	0.3764151825
535	0.3763175322
536	0.3762115516
537	0.3761563918
538	0.3760963404
539	0.3760239255
540	0.3759105469
541	0.3758550965
542	0.3758183305
543	0.3756921194
544	0.3756265659
545	0.3754702736
546	0.3753618558
547	0.3752831203
548	0.3751350817
549	0.3749991409
550	0.3749170642
551	0.3748208258
552	0.3747348892
553	0.3746735151
554	0.3745732186
555	0.3745246146
556	0.3744155513
557	0.3742768688
558	0.3740649444
559	0.3739961956
560	0.3738995513
561	0.3738199102
562	0.3737204595
563	0.3736270214
564	0.3735520449
565	0.3734015159
566	0.3733209412
567	0.3732523398
568	0.3731840013
569	0.3730927568
570	0.3730198794
571	0.3729236692
572	0.3728426108
573	0.3727516864
574	0.3726920648
575	0.3726314634
576	0.3725743892
577	0.3724678718
578	0.3723827457
579	0.3723150613
580	0.3722746948
581	0.3722361664
582	0.3721863387
583	0.3720426125
584	0.371965689
585	0.3718671155
586	0.3718217206
587	0.3717561173
588	0.3716755499
589	0.3715897195
590	0.3715259953
591	0.371448554
592	0.3713877248
593	0.3713141067
594	0.3712587993
595	0.3711542191
596	0.3711126447
597	0.3709249377
598	0.3708322746
599	0.3707510982
600	0.3706890142
601	0.3705978554
602	0.3704839435
603	0.3703246928
604	0.3702780749
605	0.3702157641
606	0.3701058475
607	0.3699337049
608	0.3698621783
609	0.3697862644
610	0.3697060009
611	0.3696224479
612	0.3695058852
613	0.3694672694
614	0.3693734502
615	0.3693328337
616	0.3692695311
617	0.3692345651
618	0.3691430523
619	0.369084569
620	0.3690508625
621	0.3689089123
622	0.3688420666
623	0.3687984444
624	0.3686471332
625	0.3685755914
626	0.3685066104
627	0.3684279652
628	0.3683870746
629	0.3683188117
630	0.3682362195
631	0.3681472147
632	0.3680218743
633	0.3679420621
634	0.3678755694
635	0.3677971016
636	0.3677389703
637	0.367690029
638	0.3676393482
639	0.367504927
640	0.3674105865
641	0.3672636367
642	0.3671959283
643	0.3671624446
644	0.3671073226
645	0.367018039
646	0.3669443297
647	0.3668943255
648	0.3668606141
649	0.3667638112
650	0.3666758443
651	0.366595944
652	0.3665151034
653	0.3664472656
654	0.3663805632
655	0.3663236065
656	0.3662381999
657	0.3661781699
658	0.3661341799
659	0.3660428612
660	0.3659780331
661	0.3658985022
662	0.3658286741
663	0.3657648191
664	0.365698406
665	0.3656747474
666	0.3655886449
667	0.3654804161
668	0.3654347513
669	0.3653550611
670	0.3652649814
671	0.3651848495
672	0.3651266903
673	0.3650419121
674	0.3649383354
675	0.3648988424
676	0.3648413435
677	0.3647936332
678	0.3646936185
679	0.3646364889
680	0.364609801
681	0.3645088353
682	0.3644665559
683	0.3643956467
684	0.3643355561
685	0.3642674117
686	0.3642157003
687	0.3641297749
688	0.3640443331
689	0.363950365
690	0.3638809842
691	0.3638012637
692	0.3637367045
693	0.363635475
694	0.3635992479
695	0.3634815603
696	0.363381935
697	0.363347807
698	0.3632435084
699	0.3631950862
700	0.3630430719
701	0.3629513231
702	0.3628961972
703	0.3627862244
704	0.3627101196
705	0.3625947905
706	0.3625492744
707	0.3625076229
708	0.3624407188
709	0.3623893136
710	0.3623321058
711	0.3622610107
712	0.3622103921
713	0.3621446074
714	0.3620607803
715	0.3620088091
716	0.3619411231
717	0.3618830418
718	0.3618679067
719	0.3618028459
720	0.3617204823
721	0.3616493312
722	0.3615524777
723	0.3614986185
724	0.3614320668
725	0.361361078
726	0.3612825433
727	0.3612304738
728	0.3611838537
729	0.3611101859
730	0.361034206
731	0.3609760104
732	0.3609039006
733	0.3608007451
734	0.3607207099
735	0.3606682372
736	0.3606326421
737	0.3604989093
738	0.3604217814
739	0.3603462667
740	0.3602778317
741	0.3602345034
742	0.3601704576
743	0.3600913011
744	0.3600501728
745	0.3599755376
746	0.3598993519
747	0.3598373808
748	0.359762715
749	0.359704067
750	0.359612334
751	0.3595745695
752	0.359506852
753	0.3594443494
754	0.3593910394
755	0.3593138498
756	0.3592214605
757	0.3591543121
758	0.3590388325
759	0.358997656
760	0.3589663213
761	0.3589165952
762	0.3588606289
763	0.3587647807
764	0.3586968084
765	0.3586368108
766	0.3585824405
767	0.3584927805
768	0.3584295432
769	0.3583203879
770	0.3582534933
771	0.3582143809
772	0.3581439059
773	0.3580667324
774	0.3580060925
775	0.3579622049
776	0.3579141452
777	0.3578724759
778	0.3578160055
779	0.3577004437
780	0.3576488862
781	0.3576185099
782	0.3575345362
783	0.3574829908
784	0.3574327973
785	0.3572884436
786	0.3572537279
787	0.357201593
788	0.3571445071
789	0.3570780393
790	0.3570369049
791	0.3569607977
792	0.3568658368
793	0.35674769
794	0.3566966197
795	0.3565587458
796	0.3564890666
797	0.3564180675
798	0.3563440571
799	0.3562711984
800	0.3562099472
801	0.3560879873
802	0.3560431541
803	0.3559783669
804	0.3558690775
805	0.3557984649
806	0.3557610547
807	0.355721889
808	0.3556251311
809	0.3555332147
810	0.3554714769
811	0.3554018859
812	0.3552921815
813	0.3552278597
814	0.3551720013
815	0.3551161184
816	0.3550145195
817	0.354953825
818	0.3549048453
819	0.354873648
820	0.3548069183
821	0.354717667
822	0.3546112443
823	0.35456468
824	0.3545195278
825	0.3544442907
826	0.3543246158
827	0.3542174932
828	0.3541477081
829	0.3540976718
830	0.3540174572
831	0.3539811836
832	0.3539421355
833	0.3538736503
834	0.3538291223
835	0.3537028962
836	0.3536128929
837	0.3535170807
838	0.3534476271
839	0.3533832926
840	0.3533268407
841	0.3532515129
842	0.3531835661
843	0.3531162385
844	0.3530563874
845	0.3529156492
846	0.3528695552
847	0.352777267
848	0.3527299355
849	0.3526675227
850	0.3526173503
851	0.3525113349
852	0.3524518001
853	0.3523800521
854	0.3523139649
855	0.3522469623
856	0.3521845866
857	0.352144519
858	0.3520188702
859	0.3519558893
860	0.351894005
861	0.3517886142
862	0.3517483393
863	0.3516942052
864	0.3516495087
865	0.3515872183
866	0.3514972683
867	0.351408966
868	0.3513709028
869	0.3513351723
870	0.3512491702
871	0.3511707881
872	0.3511425481
873	0.3510287305
874	0.3509314617
875	0.3508603213
876	0.3508289172
877	0.350776329
878	0.3507278941
879	0.3506415911
880	0.3506059039
881	0.3505457116
882	0.3505087484
883	0.3504705314
884	0.3504263182
885	0.3503454965
886	0.3502820347
887	0.3501838505
888	0.350132575
889	0.3500831542
890	0.3500189046
891	0.3499467525
892	0.3499118137
893	0.3498506739
894	0.3497761199
895	0.3497059815
896	0.3496455236
897	0.3495947017
898	0.3495527108
899	0.3494940002
900	0.3494238314
901	0.3493489696
902	0.349299857
903	0.3492371355
904	0.3491919425
905	0.3491390359
906	0.3490786177
907	0.349025242
908	0.3489740052
909	0.3489120566
910	0.3487960219
911	0.3487209079
912	0.3486743867
913	0.3486048862
914	0.3485366028
915	0.348461712
916	0.3484158017
917	0.3483013377
918	0.3482175354
919	0.348160514
920	0.3481167944
921	0.3480603955
922	0.3479968068
923	0.347934262
924	0.347895069
925	0.3478406986
926	0.3477892893
927	0.3477677172
928	0.347710876
929	0.3476447521
930	0.3475828912
931	0.3475333946
932	0.3474695189
933	0.3473910266
934	0.3473410786
935	0.347262212
936	0.3472011928
937	0.3471612017
938	0.3471210262
939	0.3470470497
940	0.3469830345
941	0.3469167456
942	0.3468403598
943	0.3467927608
944	0.3467461863
945	0.3466780347
946	0.346608418
947	0.3465438397
948	0.3464883628
949	0.346436465
950	0.3463790769
951	0.3463253694
952	0.3462891296
953	0.3462312523
954	0.3461931776
955	0.3461359208
956	0.346059586
957	0.3459632213
958	0.3459132388
959	0.3458644269
960	0.3457909617
961	0.3457356764
962	0.3456538949
963	0.3456098921
964	0.3455328474
965	0.3454931175
966	0.3454352106
967	0.3453267149
968	0.3452734842
969	0.3451899959
970	0.3451320065
971	0.3450916649
972	0.3450535973
973	0.3450000885
974	0.3449356437
975	0.3448804919
976	0.3447929214
977	0.3447383172
978	0.3446837535
979	0.3446329498
980	0.3445871558
981	0.3445212047
982	0.3444745228
983	0.3444206082
984	0.3443743966
985	0.3442851692
986	0.3442042378
987	0.3441022991
988	0.344047767
989	0.344007301
990	0.3439639744
991	0.3438650152
992	0.3438214588
993	0.3437671691
994	0.3437050099
995	0.3436654223
996	0.3435806661
997	0.3435150691
998	0.3434558529
999	0.3433537494
1000	0.3432914741
1001	0.3432424149
1002	0.3431427872
1003	0.3430794685
1004	0.3430011101
1005	0.3429405312
1006	0.3429045664
1007	0.3428430639
1008	0.3427649529
1009	0.3426989761
1010	0.3426484883
1011	0.3426070544
1012	0.3425326639
1013	0.3424518505
1014	0.3424008002
1015	0.3423698171
1016	0.3423183481
1017	0.3422731308
1018	0.3421983763
1019	0.3421474444
1020	0.3420807651
1021	0.3419856378
1022	0.3419042756
1023	0.341842667
1024	0.3418179631
1025	0.3417855616
1026	0.3416998657
1027	0.3416304478
1028	0.3415827937
1029	0.3415096289
1030	0.3414557749
1031	0.3413866591
1032	0.3413338945
1033	0.3412475273
1034	0.3411811241
1035	0.3410800163
1036	0.3410085149
1037	0.3409212402
1038	0.340841195
1039	0.34077116
1040	0.3407240099
1041	0.3405847275
1042	0.3405354373
1043	0.3404355582
1044	0.3403786306
1045	0.3403235669
1046	0.340282664
1047	0.3402005094
1048	0.3401601271
1049	0.3401255016
1050	0.3400561487
1051	0.3399954699
1052	0.3399298553
1053	0.3398516199
1054	0.3397772847
1055	0.3396927733
1056	0.339648336
1057	0.3395986749
1058	0.339533755
1059	0.3394305534
1060	0.3393773894
1061	0.339316407
1062	0.3392756347
1063	0.3392270686
1064	0.3391403556
1065	0.3390584437
1066	0.3390213542
1067	0.3389448146
1068	0.3388964119
1069	0.3387879027
1070	0.3387002688
1071	0.338647753
1072	0.3385341239
1073	0.3384405043
1074	0.3383578784
1075	0.3382832446
1076	0.3382126303
1077	0.3381410258
1078	0.3381095368
1079	0.3380337689
1080	0.3380119305
1081	0.3379275687
1082	0.3378471285
1083	0.3377396267
1084	0.3376940461
1085	0.3376228199
1086	0.337567306
1087	0.337522712
1088	0.3374375445
1089	0.3373646497
1090	0.3372594839
1091	0.3371936516
1092	0.3371282106
1093	0.3370657357
1094	0.3369878253
1095	0.3369449153
1096	0.3368883234
1097	0.3368396128
1098	0.3367825512
1099	0.3367185137
1100	0.3366596838
1101	0.3366003308
1102	0.3365331869
1103	0.3364805787
1104	0.3364343562
1105	0.3363773204
1106	0.3362566241
1107	0.3361728177
1108	0.3361355693
1109	0.3360862948
1110	0.3360290081
1111	0.3359667178
1112	0.3359351543
1113	0.3359000559
1114	0.335842212
1115	0.3357685112
1116	0.3357250515
1117	0.3356808396
1118	0.3356016941
1119	0.3355056272
1120	0.3354261666
1121	0.3353786693
1122	0.3353213478
1123	0.3352653608
1124	0.3351880218
1125	0.3351409424
1126	0.3350952985
1127	0.3350391466
1128	0.3349384962
1129	0.3349102808
1130	0.3348668946
1131	0.3348232468
1132	0.3347553103
1133	0.3346830124
1134	0.3346199351
1135	0.3345689076
1136	0.334509399
1137	0.3344228425
1138	0.3343548213
1139	0.3342976294
1140	0.3342385437
1141	0.3341766065
1142	0.3341417469
1143	0.3340731845
1144	0.3340266469
1145	0.3339741007
1146	0.333924396
1147	0.3338365939
1148	0.3338032883
1149	0.3337541237
1150	0.3336739798
1151	0.3336310067
1152	0.3335590312
1153	0.3334851835
1154	0.3333979615
1155	0.3333174495
1156	0.3332582295
1157	0.3331689067
1158	0.3331018764
1159	0.3330256309
1160	0.3329597427
1161	0.3329105044
1162	0.3328708353
1163	0.3328107014
1164	0.3327585149
1165	0.3327083591
1166	0.3326558193
1167	0.3325849688
1168	0.3325004533
1169	0.3323885317
1170	0.3323447331
1171	0.3322641097
1172	0.3321963806
1173	0.3321455261
1174	0.3320314605
1175	0.3319879529
1176	0.3319082504
1177	0.3318366956
1178	0.331774896
1179	0.3316881093
1180	0.3316084327
1181	0.3315388129
1182	0.3314503057
1183	0.3314053387
1184	0.3313025187
1185	0.331223709
1186	0.3311826464
1187	0.331120033
1188	0.3310597992
1189	0.3309971665
1190	0.3309561926
1191	0.3308910389
1192	0.330841583
1193	0.3307946415
1194	0.3307344293
1195	0.3306611217
1196	0.3306057071
1197	0.3305387371
1198	0.3304869267
1199	0.3304424369
1200	0.3303832262
1201	0.3303270229
1202	0.3302519619
1203	0.3301961592
1204	0.330146463
1205	0.3301106418
1206	0.3300623439
1207	0.3300041066
1208	0.329914789
1209	0.3298388276
1210	0.3297957995
1211	0.3297324198
1212	0.3296338858
1213	0.3295584566
1214	0.3295045016
1215	0.329452846
1216	0.3293894304
1217	0.3293426078
1218	0.3292975109
1219	0.3292296645
1220	0.329158424
1221	0.3291091727
1222	0.3290366367
1223	0.3289651547
1224	0.3289062857
1225	0.328820524
1226	0.328748931
1227	0.3286741762
1228	0.328604362
1229	0.3285210601
1230	0.328480044
1231	0.3284458249
1232	0.3283740111
1233	0.3283210476
1234	0.3282657268
1235	0.3282321578
1236	0.328177044
1237	0.3281287049
1238	0.3280512261
1239	0.3279843268
1240	0.3278995179
1241	0.3278450091
1242	0.3277890167
1243	0.3277495241
1244	0.3277114414
1245	0.3276409753
1246	0.3275634318
1247	0.3274899896
1248	0.3274190288
1249	0.3272723383
1250	0.3272353363
1251	0.3271635662
1252	0.3271056244
1253	0.327059364
1254	0.3269943999
1255	0.3269197111
1256	0.3268808098
1257	0.3268086375
1258	0.3267499373
1259	0.3267013624
1260	0.3266279006
1261	0.3265884642
1262	0.3265159279
1263	0.3264550425
1264	0.3264081889
1265	0.3263591409
1266	0.3262926909
1267	0.3262334322
1268	0.326195921
1269	0.326140154
1270	0.326088262
1271	0.326018705
1272	0.3259793484
1273	0.3259168222
1274	0.3258229001
1275	0.3257564425
1276	0.3256937466
1277	0.3256601053
1278	0.3256074874
1279	0.3255506471
1280	0.3254903067
1281	0.3254589284
1282	0.3253801685
1283	0.3253428165
1284	0.325281204
1285	0.3252442745
1286	0.3251939427
1287	0.3251094384
1288	0.3250516647
1289	0.3249954076
1290	0.3249341705
1291	0.3248838271
1292	0.3248346872
1293	0.3247736877
1294	0.324722383
1295	0.3246707227
1296	0.3246263756
1297	0.324594412
1298	0.3245507277
1299	0.3245164218
1300	0.3244592445
1301	0.3244316076
1302	0.3243769561
1303	0.3243138218
1304	0.3242379947
1305	0.3242028409
1306	0.3241469502
1307	0.3241027552
1308	0.3240685783
1309	0.324013879
1310	0.3239707373
1311	0.3239226621
1312	0.3238664202
1313	0.3238130677
1314	0.3237536297
1315	0.3236637059
1316	0.3236288364
1317	0.3235776399
1318	0.3235404335
1319	0.3234625231
1320	0.3233942781
1321	0.3233484786
1322	0.3232768989
1323	0.323225304
1324	0.3231487546
1325	0.3231126427
1326	0.3230651264
1327	0.3230193152
1328	0.3229777409
1329	0.322940862
1330	0.3228715477
1331	0.3228257343
1332	0.3227376003
1333	0.3226897669
1334	0.3226243241
1335	0.3225843809
1336	0.3224577109
1337	0.3223857494
1338	0.3223366585
1339	0.3222994908
1340	0.3222546942
1341	0.3221905406
1342	0.3221198723
1343	0.3220799748
1344	0.3220051296
1345	0.3219733846
1346	0.3219130829
1347	0.3218705266
1348	0.3218311958
1349	0.3217946756
1350	0.3217343599
1351	0.3216871754
1352	0.3216476473
1353	0.3215789224
1354	0.3215452453
1355	0.3214895819
1356	0.3214461682
1357	0.3214177438
1358	0.3213317401
1359	0.3212682754
1360	0.3212063092
1361	0.3211624957
1362	0.321067212
1363	0.3210356252
1364	0.3209906193
1365	0.320943246
1366	0.320868402
1367	0.3208171012
1368	0.3207753181
1369	0.3207341201
1370	0.3206665704
1371	0.3206346302
1372	0.3205765624
1373	0.3205224363
1374	0.3204510683
1375	0.3203751958
1376	0.3203363548
1377	0.3203015876
1378	0.3202799771
1379	0.320255953
1380	0.3202186194
1381	0.3201685127
1382	0.3201419491
1383	0.3200898274
1384	0.3200498453
1385	0.320015334
1386	0.3199655844
1387	0.3199228237
1388	0.3198696207
1389	0.31980589
1390	0.3197344415
1391	0.3196549099
1392	0.3196066467
1393	0.31954872
1394	0.3194790223
1395	0.3194431207
1396	0.3194082273
1397	0.3193646511
1398	0.3193041246
1399	0.31925546
1400	0.3192100074
1401	0.3191638651
1402	0.3190861568
1403	0.3190528794
1404	0.3190017705
1405	0.3189688644
1406	0.3189070154
1407	0.3188572078
1408	0.3187996827
1409	0.3187608522
1410	0.3187219192
1411	0.3186925105
1412	0.3186612965
1413	0.3185833295
1414	0.3185437361
1415	0.3185013581
1416	0.3184558855
1417	0.318402171
1418	0.3183619779
1419	0.3183056372
1420	0.318258114
1421	0.3182204808
1422	0.3181511007
1423	0.3181145692
1424	0.3180793049
1425	0.3180456656
1426	0.3179901106
1427	0.3179653996
1428	0.3179260467
1429	0.3178935517
1430	0.3178636685
1431	0.3178259983
1432	0.3177899932
1433	0.3176939149
1434	0.3176532474
1435	0.3175813676
1436	0.3175227016
1437	0.3174778243
1438	0.3174374715
1439	0.3173598305
1440	0.3173271565
1441	0.317257506
1442	0.3172187386
1443	0.317164865
1444	0.3171206136
1445	0.317064091
1446	0.3170287817
1447	0.3169929444
1448	0.3169476336
1449	0.3169218291
1450	0.3169011863
1451	0.3168629662
1452	0.3168236052
1453	0.3167774368
1454	0.3167370583
1455	0.3166861627
1456	0.3166551058
1457	0.3165989588
1458	0.3165628352
1459	0.3164869571
1460	0.3164430253
1461	0.3164030988
1462	0.3163591322
1463	0.316299071
1464	0.3162801409
1465	0.3162507119
1466	0.3162171569
1467	0.3161734687
1468	0.3161355681
1469	0.3160955586
1470	0.3160389476
1471	0.3159970944
1472	0.3159706436
1473	0.3159452322
1474	0.3159058314
1475	0.3158536463
1476	0.3157855419
1477	0.315741846
1478	0.3156753797
1479	0.3156000808
1480	0.3155333727
1481	0.3154916879
1482	0.3154518356
1483	0.3154180434
1484	0.3153704771
1485	0.315332496
1486	0.3152912375
1487	0.315234117
1488	0.3151873284
1489	0.3151483511
1490	0.3150748054
1491	0.3150016528
1492	0.3149426224
1493	0.3148808776
1494	0.3148385756
1495	0.314807351
1496	0.3147695547
1497	0.3147114643
1498	0.3146443361
1499	0.3145797556
1500	0.3145318043
1501	0.3144857738
1502	0.3144524315
1503	0.3143868798
1504	0.3143514177
1505	0.3143212317
1506	0.3142763901
1507	0.3142259493
1508	0.3141574829
1509	0.3141123514
1510	0.3140736819
1511	0.314018106
1512	0.3139753316
1513	0.3139315173
